"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 26, 2022","67.93","67.96","69.84","66.23","3.17M","-0.06%"
"Jan 25, 2022","67.96","62.97","70.49","61.74","2.94M","7.92%"
"Jan 24, 2022","62.98","64.82","64.82","55.20","4.08M","-2.78%"
"Jan 23, 2022","64.78","59.85","66.86","59.15","3.17M","8.23%"
"Jan 22, 2022","59.85","66.06","67.47","53.19","5.59M","-9.56%"
"Jan 21, 2022","66.18","79.41","80.30","64.19","3.76M","-16.67%"
"Jan 20, 2022","79.41","82.60","87.73","78.83","1.34M","-4.01%"
"Jan 19, 2022","82.73","86.03","86.36","81.22","1.27M","-3.84%"
"Jan 18, 2022","86.03","86.67","87.38","83.74","1.17M","-0.73%"
"Jan 17, 2022","86.66","92.30","92.47","85.44","1.45M","-6.06%"
"Jan 16, 2022","92.25","93.07","94.87","91.82","1.07M","-0.88%"
"Jan 15, 2022","93.07","90.41","94.37","89.53","1.04M","2.97%"
"Jan 14, 2022","90.39","89.59","91.68","87.33","1.36M","0.90%"
"Jan 13, 2022","89.59","95.96","97.20","89.13","1.65M","-6.64%"
"Jan 12, 2022","95.96","89.56","96.87","88.82","2.02M","7.15%"
"Jan 11, 2022","89.56","84.43","90.90","83.25","1.62M","6.07%"
"Jan 10, 2022","84.43","89.33","90.94","80.47","3.14M","-5.50%"
"Jan 09, 2022","89.35","83.90","91.81","82.59","2.03M","6.50%"
"Jan 08, 2022","83.90","86.56","89.50","79.42","2.74M","-3.05%"
"Jan 07, 2022","86.54","95.18","95.48","85.28","2.87M","-9.09%"
"Jan 06, 2022","95.19","97.39","97.90","91.10","1.82M","-2.25%"
"Jan 05, 2022","97.38","103.29","106.55","90.73","2.52M","-5.72%"
"Jan 04, 2022","103.29","108.07","109.16","102.94","1.85M","-4.42%"
"Jan 03, 2022","108.07","113.07","114.09","106.05","1.66M","-4.42%"
"Jan 02, 2022","113.07","114.22","117.41","112.09","1.26M","-1.02%"
"Jan 01, 2022","114.23","109.53","114.43","108.57","1.34M","4.29%"
"Dec 31, 2021","109.53","101.74","111.60","100.34","2.70M","7.65%"
"Dec 30, 2021","101.74","103.04","105.36","98.43","2.11M","-1.25%"
"Dec 29, 2021","103.04","107.05","110.52","102.54","2.21M","-3.74%"
"Dec 28, 2021","107.04","113.73","116.56","104.60","3.11M","-5.87%"
"Dec 27, 2021","113.71","115.03","120.83","113.42","1.93M","-1.15%"
"Dec 26, 2021","115.03","114.99","117.86","109.43","2.07M","0.04%"
"Dec 25, 2021","114.99","114.88","116.90","112.39","1.88M","0.24%"
"Dec 24, 2021","114.71","121.36","124.53","113.29","2.34M","-5.48%"
"Dec 23, 2021","121.36","116.69","124.97","116.41","2.78M","4.10%"
"Dec 22, 2021","116.59","123.28","127.19","115.66","3.19M","-5.42%"
"Dec 21, 2021","123.27","113.32","123.88","110.77","4.03M","8.79%"
"Dec 20, 2021","113.30","107.62","116.09","101.03","4.88M","5.27%"
"Dec 19, 2021","107.63","115.84","116.59","106.89","2.33M","-7.09%"
"Dec 18, 2021","115.84","110.85","117.25","105.60","3.73M","4.45%"
"Dec 17, 2021","110.91","98.30","115.74","98.23","6.79M","12.82%"
"Dec 16, 2021","98.30","101.14","109.63","98.17","5.43M","-2.81%"
"Dec 15, 2021","101.14","87.26","105.61","86.12","6.99M","15.91%"
"Dec 14, 2021","87.26","79.11","87.39","76.47","3.26M","10.29%"
"Dec 13, 2021","79.12","88.04","89.89","75.69","3.99M","-10.13%"
"Dec 12, 2021","88.04","86.48","88.89","83.00","1.71M","2.10%"
"Dec 11, 2021","86.23","80.61","86.95","78.81","2.57M","6.97%"
"Dec 10, 2021","80.61","85.46","91.70","80.58","3.65M","-5.62%"
"Dec 09, 2021","85.41","93.12","94.50","83.34","2.83M","-8.28%"
"Dec 08, 2021","93.12","89.57","93.19","86.56","2.15M","3.89%"
"Dec 07, 2021","89.63","93.28","96.55","88.10","3.18M","-3.91%"
"Dec 06, 2021","93.28","86.34","94.84","77.07","5.69M","8.33%"
"Dec 05, 2021","86.11","93.17","95.24","82.59","3.97M","-7.58%"
"Dec 04, 2021","93.17","108.58","108.64","76.66","7.76M","-14.19%"
"Dec 03, 2021","108.58","107.80","113.16","100.03","3.75M","0.61%"
"Dec 02, 2021","107.92","119.57","119.68","107.13","2.81M","-9.74%"
"Dec 01, 2021","119.57","120.17","127.24","117.53","3.33M","-0.49%"
"Nov 30, 2021","120.17","120.42","124.65","114.19","4.08M","-0.21%"
"Nov 29, 2021","120.42","110.45","120.42","109.26","2.87M","8.98%"
"Nov 28, 2021","110.49","113.35","113.82","100.69","3.78M","-2.53%"
"Nov 27, 2021","113.36","103.97","117.88","103.26","3.20M","9.03%"
"Nov 26, 2021","103.97","119.11","119.81","101.60","5.15M","-12.71%"
"Nov 25, 2021","119.10","115.11","129.92","114.32","5.29M","3.46%"
"Nov 24, 2021","115.12","123.90","124.60","112.79","5.18M","-7.08%"
"Nov 23, 2021","123.89","134.78","136.38","122.09","4.70M","-8.09%"
"Nov 22, 2021","134.79","128.61","144.92","125.89","7.31M","4.47%"
"Nov 21, 2021","129.03","125.75","146.29","123.43","8.47M","2.61%"
"Nov 20, 2021","125.75","112.18","129.86","111.66","6.14M","12.10%"
"Nov 19, 2021","112.18","100.62","112.21","96.04","4.58M","11.49%"
"Nov 18, 2021","100.62","107.61","110.28","92.13","6.21M","-6.55%"
"Nov 17, 2021","107.67","97.77","109.94","91.84","7.93M","10.09%"
"Nov 16, 2021","97.80","93.87","101.80","83.51","6.29M","4.19%"
"Nov 15, 2021","93.87","95.34","101.56","92.04","4.17M","-1.55%"
"Nov 14, 2021","95.34","97.42","99.85","91.71","3.89M","-2.12%"
"Nov 13, 2021","97.41","84.79","98.45","84.79","3.87M","14.89%"
"Nov 12, 2021","84.79","87.81","89.84","81.32","2.56M","-3.44%"
"Nov 11, 2021","87.81","85.19","89.52","83.78","2.35M","2.84%"
"Nov 10, 2021","85.39","88.23","94.00","79.03","5.06M","-3.21%"
"Nov 09, 2021","88.22","91.01","91.45","87.01","3.05M","-3.06%"
"Nov 08, 2021","91.01","87.54","96.90","83.63","7.77M","3.96%"
"Nov 07, 2021","87.54","78.70","88.80","78.07","5.46M","11.34%"
"Nov 06, 2021","78.63","74.18","78.63","72.41","1.94M","5.99%"
"Nov 05, 2021","74.18","79.01","81.01","72.21","2.66M","-6.11%"
"Nov 04, 2021","79.01","75.54","80.90","73.96","5.28M","4.60%"
"Nov 03, 2021","75.54","67.74","75.54","67.09","5.19M","11.63%"
"Nov 02, 2021","67.67","64.93","68.00","64.33","1.92M","4.11%"
"Nov 01, 2021","64.99","64.44","66.56","62.28","2.79M","0.86%"
"Oct 31, 2021","64.44","62.24","64.44","60.15","1.74M","3.53%"
"Oct 30, 2021","62.24","64.91","64.92","60.99","1.65M","-3.90%"
"Oct 29, 2021","64.77","64.35","66.14","63.52","1.71M","0.66%"
"Oct 28, 2021","64.35","61.58","64.94","61.51","2.84M","4.59%"
"Oct 27, 2021","61.52","68.71","69.76","57.15","4.86M","-10.46%"
"Oct 26, 2021","68.71","69.76","72.93","67.67","4.31M","-1.30%"
"Oct 25, 2021","69.62","64.53","69.82","64.36","2.54M","7.92%"
"Oct 24, 2021","64.51","65.35","67.57","61.97","2.49M","-1.29%"
"Oct 23, 2021","65.35","65.53","69.10","64.58","3.29M","-0.20%"
"Oct 22, 2021","65.48","61.42","68.71","61.39","6.20M","6.62%"
"Oct 21, 2021","61.41","59.62","64.30","58.90","4.48M","3.01%"
"Oct 20, 2021","59.62","56.79","61.55","56.70","3.01M","4.97%"
"Oct 19, 2021","56.79","55.53","58.04","55.15","2.07M","2.27%"
"Oct 18, 2021","55.53","56.03","56.46","54.16","1.72M","-0.87%"
"Oct 17, 2021","56.02","57.54","58.51","53.42","2.40M","-2.64%"
"Oct 16, 2021","57.54","56.39","62.04","55.73","4.34M","2.02%"
"Oct 15, 2021","56.40","56.18","57.13","54.56","3.27M","0.38%"
"Oct 14, 2021","56.18","54.97","58.42","54.96","3.29M","2.20%"
"Oct 13, 2021","54.97","54.30","57.07","53.26","3.94M","1.23%"
"Oct 12, 2021","54.30","55.30","55.30","51.17","4.58M","-1.80%"
"Oct 11, 2021","55.30","56.54","59.22","53.87","3.74M","-2.21%"
"Oct 10, 2021","56.55","60.65","60.90","55.59","2.73M","-6.76%"
"Oct 09, 2021","60.65","60.33","62.02","59.74","2.15M","0.54%"
"Oct 08, 2021","60.32","61.48","64.91","60.02","4.83M","-1.88%"
"Oct 07, 2021","61.48","60.02","62.21","57.39","5.21M","2.42%"
"Oct 06, 2021","60.02","64.63","65.72","58.37","5.67M","-7.13%"
"Oct 05, 2021","64.63","65.25","66.74","62.76","4.22M","-0.95%"
"Oct 04, 2021","65.25","68.68","68.68","63.77","5.30M","-4.99%"
"Oct 03, 2021","68.68","69.08","71.58","67.62","4.97M","-0.83%"
"Oct 02, 2021","69.25","67.65","73.41","65.85","7.16M","2.37%"
"Oct 01, 2021","67.65","66.69","69.45","63.39","7.55M","1.43%"
"Sep 30, 2021","66.69","65.40","68.87","64.44","5.56M","1.97%"
"Sep 29, 2021","65.40","61.55","69.41","61.35","7.57M","6.35%"
"Sep 28, 2021","61.50","66.31","69.39","61.21","5.24M","-7.25%"
"Sep 27, 2021","66.31","66.84","72.47","65.46","6.52M","-0.80%"
"Sep 26, 2021","66.84","68.28","71.30","61.70","7.14M","-2.11%"
"Sep 25, 2021","68.28","72.35","72.55","67.55","5.62M","-5.62%"
"Sep 24, 2021","72.35","76.44","78.42","66.95","13.01M","-5.35%"
"Sep 23, 2021","76.44","74.07","79.55","72.97","12.86M","3.16%"
"Sep 22, 2021","74.10","58.79","74.64","57.84","14.39M","26.03%"
"Sep 21, 2021","58.79","57.33","66.13","52.76","17.90M","2.69%"
"Sep 20, 2021","57.25","70.02","70.32","55.55","17.09M","-18.24%"
"Sep 19, 2021","70.02","68.90","76.10","66.57","10.64M","1.63%"
"Sep 18, 2021","68.90","70.12","75.36","67.25","11.66M","-1.35%"
"Sep 17, 2021","69.84","67.72","70.84","60.71","12.33M","3.25%"
"Sep 16, 2021","67.64","57.88","68.14","57.21","17.15M","16.90%"
"Sep 15, 2021","57.86","51.51","58.14","50.36","7.54M","12.57%"
"Sep 14, 2021","51.40","53.16","57.34","49.19","9.22M","-3.37%"
"Sep 13, 2021","53.19","59.25","60.80","48.28","19.85M","-9.98%"
"Sep 12, 2021","59.09","57.00","64.79","53.74","-","3.36%"
"Sep 11, 2021","57.17","49.40","58.97","48.34","-","16.25%"
"Sep 10, 2021","49.18","40.75","49.59","40.46","-","20.92%"
"Sep 09, 2021","40.67","37.01","44.55","36.33","-","10.04%"
"Sep 08, 2021","36.96","38.17","39.42","33.16","-","-2.48%"
"Sep 07, 2021","37.90","47.09","47.16","32.33","-","-19.53%"
"Sep 06, 2021","47.10","48.15","51.32","43.68","-","-2.16%"
"Sep 05, 2021","48.14","47.20","49.37","45.56","-","2.10%"
"Sep 04, 2021","47.15","45.93","49.79","44.17","-","2.79%"
"Sep 03, 2021","45.87","47.68","51.43","44.91","-","-3.74%"
"Sep 02, 2021","47.65","42.47","47.82","41.13","-","11.93%"
"Sep 01, 2021","42.57","39.54","45.60","38.58","-","7.64%"
"Aug 31, 2021","39.55","41.38","44.16","38.32","-","-4.45%"
"Aug 30, 2021","41.39","47.35","48.33","41.00","-","-12.70%"
"Aug 29, 2021","47.41","50.24","52.38","46.71","-","-5.41%"
"Aug 28, 2021","50.12","50.11","51.72","46.23","-","0.16%"
"Aug 27, 2021","50.04","41.32","50.36","40.31","-","21.43%"
"Aug 26, 2021","41.21","46.25","48.41","41.21","-","-10.84%"
"Aug 25, 2021","46.22","55.48","57.40","45.72","-","-16.88%"
"Aug 24, 2021","55.61","46.43","58.84","44.25","-","19.69%"
"Aug 23, 2021","46.46","43.67","53.18","43.67","-","6.68%"
"Aug 22, 2021","43.55","43.70","44.98","40.70","-","-0.57%"
"Aug 21, 2021","43.80","39.07","50.17","37.76","-","12.19%"
"Aug 20, 2021","39.04","30.65","39.21","30.00","-","27.45%"
"Aug 19, 2021","30.63","30.18","33.75","28.79","-","2.13%"
"Aug 18, 2021","29.99","23.41","30.77","21.53","-","28.03%"
"Aug 17, 2021","23.43","19.07","25.34","18.42","-","22.64%"
"Aug 16, 2021","19.10","18.79","21.11","18.49","-","1.79%"
"Aug 15, 2021","18.77","18.09","18.83","17.13","-","3.80%"
"Aug 14, 2021","18.08","18.04","18.41","17.19","-","0.28%"
"Aug 13, 2021","18.03","16.57","18.28","16.40","-","8.75%"
"Aug 12, 2021","16.58","16.69","17.54","15.44","-","-0.67%"
"Aug 11, 2021","16.69","16.43","17.55","16.39","-","1.60%"
"Aug 10, 2021","16.43","16.17","17.17","15.83","-","1.53%"
"Aug 09, 2021","16.18","14.84","16.72","14.45","-","9.27%"
"Aug 08, 2021","14.81","15.85","16.09","14.56","-","-6.45%"
"Aug 07, 2021","15.83","14.77","15.93","14.61","-","7.44%"
"Aug 06, 2021","14.73","13.83","15.03","13.40","-","6.51%"
"Aug 05, 2021","13.83","13.76","13.97","12.88","-","1.00%"
"Aug 04, 2021","13.69","12.56","13.77","12.42","-","9.10%"
"Aug 03, 2021","12.55","12.99","13.51","12.34","-","-3.48%"
"Aug 02, 2021","13.00","12.85","13.37","12.62","-","1.13%"
"Aug 01, 2021","12.86","13.54","14.07","12.64","-","-4.80%"
"Jul 31, 2021","13.51","12.99","13.61","12.60","-","4.12%"
"Jul 30, 2021","12.97","12.45","13.00","11.95","-","4.34%"
"Jul 29, 2021","12.43","12.33","12.63","11.98","-","1.20%"
"Jul 28, 2021","12.28","11.92","12.43","11.70","-","3.08%"
"Jul 27, 2021","11.92","11.45","12.33","11.18","-","4.00%"
"Jul 26, 2021","11.46","11.25","12.69","11.22","-","1.89%"
"Jul 25, 2021","11.25","11.01","11.25","10.77","-","0.68%"
"Jul 24, 2021","11.17","11.09","11.36","11.03","-","0.71%"
"Jul 23, 2021","11.09","10.83","11.17","10.54","-","2.48%"
"Jul 22, 2021","10.82","10.44","10.96","10.24","-","3.83%"
"Jul 21, 2021","10.43","9.64","10.73","9.48","-","8.15%"
"Jul 20, 2021","9.64","10.17","10.36","9.33","-","-5.19%"
"Jul 19, 2021","10.17","10.67","10.75","10.05","-","-4.89%"
"Jul 18, 2021","10.69","10.94","11.27","10.68","-","-2.45%"
"Jul 17, 2021","10.96","10.81","11.14","10.72","-","1.39%"
"Jul 16, 2021","10.81","11.38","11.81","10.81","-","-5.11%"
"Jul 15, 2021","11.39","11.80","12.10","11.14","-","-3.36%"
"Jul 14, 2021","11.79","11.91","12.11","11.12","-","-0.97%"
"Jul 13, 2021","11.90","12.15","12.41","11.76","-","-2.31%"
"Jul 12, 2021","12.18","12.43","12.84","11.72","-","-1.88%"
"Jul 11, 2021","12.41","12.02","12.49","11.91","-","3.25%"
"Jul 10, 2021","12.02","12.56","12.85","11.84","-","-4.13%"
"Jul 09, 2021","12.54","11.73","12.87","11.66","-","3.65%"
"Jul 08, 2021","12.10","13.06","13.10","11.84","-","-7.61%"
"Jul 07, 2021","13.10","13.36","14.19","13.05","-","-3.64%"
"Jul 06, 2021","13.59","12.06","13.98","12.06","-","12.87%"
"Jul 05, 2021","12.04","12.35","12.35","11.73","-","-2.45%"
"Jul 04, 2021","12.35","11.90","12.56","11.89","-","6.57%"
"Jul 03, 2021","11.58","11.12","11.61","10.93","-","4.08%"
"Jul 02, 2021","11.13","11.18","11.18","10.61","-","-0.86%"
"Jul 01, 2021","11.23","11.95","11.95","11.21","-","-6.04%"
"Jun 30, 2021","11.95","11.92","12.07","11.19","-","1.01%"
"Jun 29, 2021","11.83","11.35","12.21","11.35","-","4.76%"
"Jun 28, 2021","11.29","10.96","11.41","10.78","-","3.34%"
"Jun 27, 2021","10.93","10.33","10.93","10.18","-","6.09%"
"Jun 26, 2021","10.30","10.24","10.53","9.94","-","0.43%"
"Jun 25, 2021","10.26","11.51","11.59","10.26","-","-10.76%"
"Jun 24, 2021","11.49","11.46","11.73","10.95","-","0.32%"
