"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 26, 2022","1.0485","1.0419","1.0637","1.0225","308.41M","0.63%"
"Jan 25, 2022","1.0419","1.0662","1.0719","0.9936","340.53M","-2.25%"
"Jan 24, 2022","1.0659","1.1247","1.1247","0.9522","656.89M","-5.18%"
"Jan 23, 2022","1.1241","1.0708","1.1689","1.0518","424.31M","4.98%"
"Jan 22, 2022","1.0708","1.1201","1.1547","0.9235","817.44M","-4.41%"
"Jan 21, 2022","1.1202","1.2586","1.2802","1.1018","583.85M","-11.24%"
"Jan 20, 2022","1.2621","1.3367","1.4251","1.2518","409.96M","-5.59%"
"Jan 19, 2022","1.3368","1.4582","1.5323","1.3270","502.95M","-8.33%"
"Jan 18, 2022","1.4582","1.6016","1.6349","1.4139","651.50M","-8.95%"
"Jan 17, 2022","1.6015","1.4109","1.6034","1.3878","772.27M","13.51%"
"Jan 16, 2022","1.4109","1.2921","1.4211","1.2870","355.88M","9.19%"
"Jan 15, 2022","1.2922","1.2927","1.3177","1.2519","127.21M","-0.04%"
"Jan 14, 2022","1.2927","1.2318","1.3088","1.2226","228.54M","5.07%"
"Jan 13, 2022","1.2304","1.3075","1.3527","1.2287","272.21M","-5.77%"
"Jan 12, 2022","1.3057","1.1862","1.3068","1.1862","219.06M","10.07%"
"Jan 11, 2022","1.1862","1.1238","1.1949","1.1220","177.14M","5.53%"
"Jan 10, 2022","1.1240","1.1693","1.1802","1.0727","273.56M","-3.87%"
"Jan 09, 2022","1.1692","1.1812","1.2050","1.1480","166.87M","-1.01%"
"Jan 08, 2022","1.1812","1.2093","1.2530","1.1293","249.83M","-2.15%"
"Jan 07, 2022","1.2071","1.2808","1.2834","1.1910","307.47M","-5.76%"
"Jan 06, 2022","1.2808","1.2292","1.2965","1.1878","254.04M","4.20%"
"Jan 05, 2022","1.2292","1.3099","1.3520","1.1939","222.29M","-6.16%"
"Jan 04, 2022","1.3099","1.3191","1.3509","1.2960","137.65M","-0.69%"
"Jan 03, 2022","1.3191","1.3779","1.3779","1.3104","125.09M","-4.27%"
"Jan 02, 2022","1.3780","1.3789","1.3900","1.3430","115.33M","-0.07%"
"Jan 01, 2022","1.3789","1.3088","1.3789","1.3067","104.96M","5.34%"
"Dec 31, 2021","1.3090","1.3580","1.3819","1.2819","184.18M","-3.67%"
"Dec 30, 2021","1.3589","1.3307","1.3778","1.2992","195.11M","2.14%"
"Dec 29, 2021","1.3304","1.3998","1.4368","1.3247","229.60M","-4.85%"
"Dec 28, 2021","1.3982","1.5142","1.5381","1.3792","347.26M","-7.65%"
"Dec 27, 2021","1.5139","1.4543","1.5912","1.4510","265.20M","4.10%"
"Dec 26, 2021","1.4544","1.4529","1.4669","1.4089","160.28M","0.10%"
"Dec 25, 2021","1.4529","1.3913","1.4598","1.3833","138.23M","4.43%"
"Dec 24, 2021","1.3913","1.4733","1.4899","1.3829","193.99M","-5.55%"
"Dec 23, 2021","1.4731","1.3271","1.4898","1.3089","327.18M","11.00%"
"Dec 22, 2021","1.3271","1.2806","1.3667","1.2762","246.15M","3.64%"
"Dec 21, 2021","1.2805","1.2366","1.2889","1.2274","198.29M","3.59%"
"Dec 20, 2021","1.2361","1.2444","1.2600","1.2020","238.60M","-0.68%"
"Dec 19, 2021","1.2445","1.2423","1.3100","1.2404","206.66M","0.18%"
