"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 26, 2022","0.00002144","0.00002101","0.00002172","0.00002085","9,696.88B","2.05%"
"Jan 25, 2022","0.00002101","0.00002121","0.00002158","0.00002012","11,993.40B","-0.94%"
"Jan 24, 2022","0.00002121","0.00002244","0.00002289","0.00001873","24,115.51B","-5.52%"
"Jan 23, 2022","0.00002245","0.00002053","0.00002355","0.00002046","22,705.26B","9.35%"
"Jan 22, 2022","0.00002053","0.00002224","0.00002247","0.00001714","32,285.30B","-7.85%"
"Jan 21, 2022","0.00002228","0.00002649","0.00002680","0.00002172","16,032.54B","-15.89%"
"Jan 20, 2022","0.00002649","0.00002727","0.00002875","0.00002631","5,507.57B","-2.86%"
"Jan 19, 2022","0.00002727","0.00002809","0.00002827","0.00002712","5,148.87B","-2.92%"
"Jan 18, 2022","0.00002809","0.00002884","0.00002947","0.00002745","7,185.48B","-2.60%"
"Jan 17, 2022","0.00002884","0.00003049","0.00003057","0.00002830","5,871.04B","-5.41%"
"Jan 16, 2022","0.00003049","0.00003084","0.00003101","0.00003010","4,644.78B","-1.13%"
"Jan 15, 2022","0.00003084","0.00003078","0.00003149","0.00003053","5,256.26B","0.16%"
"Jan 14, 2022","0.00003079","0.00002966","0.00003256","0.00002933","12,444.90B","3.81%"
"Jan 13, 2022","0.00002966","0.00003145","0.00003274","0.00002923","12,830.76B","-5.75%"
"Jan 12, 2022","0.00003147","0.00002764","0.00003246","0.00002757","12,396.38B","13.86%"
"Jan 11, 2022","0.00002764","0.00002669","0.00002828","0.00002634","7,629.19B","3.52%"
"Jan 10, 2022","0.00002670","0.00002826","0.00002871","0.00002555","9,432.21B","-5.52%"
"Jan 09, 2022","0.00002826","0.00002773","0.00002909","0.00002752","5,874.53B","1.91%"
"Jan 08, 2022","0.00002773","0.00002898","0.00002991","0.00002644","9,078.95B","-4.25%"
"Jan 07, 2022","0.00002896","0.00003076","0.00003084","0.00002865","10,618.17B","-5.85%"
"Jan 06, 2022","0.00003076","0.00003036","0.00003179","0.00002920","8,538.25B","1.32%"
"Jan 05, 2022","0.00003036","0.00003242","0.00003299","0.00002875","8,787.52B","-6.35%"
"Jan 04, 2022","0.00003242","0.00003305","0.00003348","0.00003238","5,079.47B","-1.91%"
"Jan 03, 2022","0.00003305","0.00003402","0.00003409","0.00003218","4,662.39B","-2.85%"
"Jan 02, 2022","0.00003402","0.00003415","0.00003444","0.00003348","3,799.82B","-0.38%"
"Jan 01, 2022","0.00003415","0.00003338","0.00003417","0.00003336","4,069.02B","2.31%"
"Dec 31, 2021","0.00003338","0.00003377","0.00003462","0.00003266","6,775.15B","-1.15%"
"Dec 30, 2021","0.00003377","0.00003366","0.00003434","0.00003299","7,160.50B","0.33%"
"Dec 29, 2021","0.00003366","0.00003489","0.00003626","0.00003314","9,241.91B","-3.50%"
"Dec 28, 2021","0.00003488","0.00003904","0.00003905","0.00003421","13,928.72B","-10.66%"
"Dec 27, 2021","0.00003904","0.00003825","0.00003944","0.00003777","8,820.31B","2.07%"
"Dec 26, 2021","0.00003825","0.00003771","0.00003887","0.00003667","8,937.93B","1.38%"
"Dec 25, 2021","0.00003773","0.00003621","0.00003823","0.00003591","8,657.96B","4.20%"
"Dec 24, 2021","0.00003621","0.00003867","0.00003986","0.00003577","14,637.95B","-6.39%"
"Dec 23, 2021","0.00003868","0.00003503","0.00003894","0.00003444","16,386.44B","10.42%"
"Dec 22, 2021","0.00003503","0.00003283","0.00003781","0.00003254","19,862.19B","6.67%"
"Dec 21, 2021","0.00003284","0.00003120","0.00003346","0.00003097","11,871.70B","5.26%"
"Dec 20, 2021","0.00003120","0.00003077","0.00003362","0.00002830","16,405.00B","1.40%"
"Dec 19, 2021","0.00003077","0.00003141","0.00003187","0.00003066","4,319.74B","-2.04%"
"Dec 18, 2021","0.00003141","0.00003119","0.00003216","0.00003081","5,673.35B","0.71%"
"Dec 17, 2021","0.00003119","0.00003272","0.00003313","0.00003021","10,274.55B","-4.68%"
"Dec 16, 2021","0.00003272","0.00003384","0.00003458","0.00003267","7,729.44B","-3.31%"
"Dec 15, 2021","0.00003384","0.00003398","0.00003432","0.00003208","9,938.67B","-0.41%"
"Dec 14, 2021","0.00003398","0.00003294","0.00003563","0.00003247","13,139.48B","3.13%"
"Dec 13, 2021","0.00003295","0.00003662","0.00003681","0.00003170","13,378.33B","-10.02%"
"Dec 12, 2021","0.00003662","0.00003441","0.00003762","0.00003381","11,780.83B","6.61%"
"Dec 11, 2021","0.00003435","0.00003344","0.00003499","0.00003314","7,691.68B","2.72%"
"Dec 10, 2021","0.00003344","0.00003467","0.00003602","0.00003338","8,567.97B","-3.55%"
"Dec 09, 2021","0.00003467","0.00003693","0.00003727","0.00003421","8,981.20B","-6.12%"
"Dec 08, 2021","0.00003693","0.00003626","0.00003759","0.00003563","10,167.31B","1.85%"
"Dec 07, 2021","0.00003626","0.00003677","0.00003872","0.00003568","17,152.73B","-1.57%"
"Dec 06, 2021","0.00003684","0.00003617","0.00003758","0.00003286","22,273.33B","1.88%"
"Dec 05, 2021","0.00003616","0.00003649","0.00003811","0.00003436","22,878.78B","-0.99%"
"Dec 04, 2021","0.00003652","0.00004049","0.00004049","0.00002995","39,270.64B","-9.80%"
"Dec 03, 2021","0.00004049","0.00004221","0.00004483","0.00003905","22,594.10B","-4.07%"
"Dec 02, 2021","0.00004221","0.00004410","0.00004419","0.00004125","17,394.27B","-4.29%"
"Dec 01, 2021","0.00004410","0.00004732","0.00004866","0.00004362","27,156.46B","-6.82%"
"Nov 30, 2021","0.00004733","0.00004529","0.00005408","0.00004345","69,471.16B","4.50%"
