"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 26, 2022","1.0006","1.0008","1.0010","1.0004","95.13M","-0.02%"
"Jan 25, 2022","1.0008","1.0005","1.0009","1.0003","192.16M","0.02%"
"Jan 24, 2022","1.0005","1.0010","1.0011","1.0002","242.09M","-0.01%"
"Jan 23, 2022","1.0006","1.0004","1.0011","1.0004","69.87M","0.02%"
"Jan 22, 2022","1.0004","1.0004","1.0009","1.0003","182.35M","0.00%"
"Jan 21, 2022","1.0004","1.0003","1.0005","1.0000","304.67M","0.04%"
"Jan 20, 2022","1.0001","1.0003","1.0005","1.0001","148.42M","-0.02%"
"Jan 19, 2022","1.0003","1.0002","1.0005","1.0002","209.09M","0.01%"
"Jan 18, 2022","1.0002","1.0003","1.0004","1.0001","171.08M","-0.01%"
"Jan 17, 2022","1.0003","1.0004","1.0005","1.0002","109.96M","0.00%"
"Jan 16, 2022","1.0003","1.0003","1.0005","1.0000","82.68M","0.00%"
"Jan 15, 2022","1.0003","1.0004","1.0005","1.0002","70.80M","-0.01%"
"Jan 14, 2022","1.0004","1.0003","1.0005","1.0002","123.71M","0.01%"
"Jan 13, 2022","1.0003","1.0004","1.0005","1.0002","177.73M","-0.01%"
"Jan 12, 2022","1.0004","1.0003","1.0006","1.0002","184.36M","0.01%"
"Jan 11, 2022","1.0003","1.0002","1.0004","1.0000","173.16M","0.01%"
"Jan 10, 2022","1.0002","1.0000","1.0003","0.9999","220.08M","0.02%"
"Jan 09, 2022","1.0000","1.0001","1.0005","1.0000","72.63M","-0.01%"
"Jan 08, 2022","1.0001","1.0000","1.0001","0.9999","82.76M","0.02%"
"Jan 07, 2022","0.9999","1.0000","1.0000","0.9997","266.24M","-0.01%"
"Jan 06, 2022","0.9999","1.0000","1.0001","0.9997","179.10M","-0.01%"
"Jan 05, 2022","1.0000","1.0000","1.0001","0.9998","182.33M","0.01%"
"Jan 04, 2022","0.9999","1.0000","1.0002","0.9998","170.17M","-0.01%"
"Jan 03, 2022","1.0000","1.0002","1.0002","0.9999","118.97M","-0.02%"
"Jan 02, 2022","1.0002","1.0002","1.0003","1.0000","67.39M","0.00%"
"Jan 01, 2022","1.0002","0.9999","1.0003","0.9999","85.21M","0.02%"
"Dec 31, 2021","1.0000","1.0000","1.0001","0.9998","170.59M","-0.01%"
"Dec 30, 2021","1.0000","1.0000","1.0003","0.9996","383.65M","-0.01%"
"Dec 29, 2021","1.0001","1.0002","1.0003","0.9999","300.31M","0.00%"
"Dec 28, 2021","1.0001","1.0003","1.0005","1.0000","233.25M","-0.02%"
"Dec 27, 2021","1.0003","1.0005","1.0007","1.0002","167.31M","-0.02%"
"Dec 26, 2021","1.0005","1.0006","1.0007","1.0004","52.55M","-0.01%"
"Dec 25, 2021","1.0006","1.0005","1.0008","1.0004","47.92M","0.00%"
"Dec 24, 2021","1.0005","1.0003","1.0006","1.0002","133.90M","0.02%"
